,sentiment,content
19874,worry,i want to see ephraim zenh tomorrow! a lot. but can i find a sitter? wtf? why does everyone have plans? it's only saturday night...sigh.
12872,worry,"@justinobey I forgot that was tonight! Was planning on heading down to the Cask, that might not be such a good idea"
19657,worry,I dont like things getting confused. Seems to be happening alot lately
1604,worry,@galaxydazzle okay thank you! i can't find it
3000,worry,[BBC] Malaria parasites becoming resistant to drugs  http://trunc.it/9yn5 ~ this is really not good as Malaria affects so many people
26402,worry,"@red_sunflower yeah, somehow it was one  i'm hoping for someone to have taped it *iz coward herself*"
4673,worry,damn! got caught eating my Cadbury Temptations by the brother. Last 6 pieces gone  will get Bournville next time. u have to earn it!
847,worry,"@JustDes As it is now, my body has already developed a mind of it's own but that mind refuses to co-operate with set schedules"
37920,worry,Finally came around to shorten my Twitter username from @pascalfinette to @pfinette. If you follow me - no need to change anything.
18058,worry,I burneded my tummy
8629,worry,going to the doctors
5676,worry,Dangling belly rings are a bad investment...the cutest ones ALWAYS pop
11871,worry,@donthateitskate  please don't
37670,worry,with emma  going 2 see diversity today :O  x
17303,worry,@HolidayParade so close to tennessee
18824,worry,"sigh, my sisters bein strange.. she came all the way from copenhagen to london, and now her phones turned off.. i wanna see her dammit"
35256,worry,@marco_cali Good morning
18539,worry,@ddrdiva @laurapasik @that70sgrl I've always been a ppl person just hid behind bad self confidence for 2 long  u can do anything!
17107,worry,@hogaan can you stop working so i can have someone to play with !
13498,worry,@chelseytx I don't have the app that does it
7353,worry,@DrRonVonDoom @derrickjdavis it might be the swine flu! haha 'cause i've got the flu
34701,worry,Less than 99 days til warped tour.
3535,worry,tomorrow will be my last day in work.. how sad.. bye Ange
9971,worry,"@karlismiles indeed, much fail"
2586,worry,@julsey I should be asleep  trying to be...
26092,worry,@wdthem But can you breathe OK?
29724,worry,"@switchGirl Oh, will do. I had to bring the soufflï¿½ home I'm SO full!  It's delicious! One of my Philly favs."
23270,worry,"morning.. just,  going to destroy a few more  trees in aid of research"
5408,worry,"@electricdog 140 characters, I find, is rarely enough to elaborate much upon anything."
17503,worry,Wishing it was naptime
1929,worry,@bekimccabe true that! don't know why i bothered this morning cos I just put it up in a pony soon as I got to work anyways
8426,worry,"@SPACASSO Hey, Maria! I'm so sorry!  I think I accidentally disconnected you.     Thank you SO much for trying. Headed to your site soon."
39868,worry,@wendy_fred6 *shivers with fear*
5193,worry,"@SidViciious You must be doing different poetry to me. All we get is Catullus, some Ovid and and an extract from the Aeneid.  x"
2200,worry,"@dawndela yeh still have the weekend, but I get weekends anyways, today is my full last day of vacation time"
19631,worry,Nooo...i forgot my calculator for physics   oh well class is allmost over :3
8912,worry,"@stephaniejack Geez sorry to hear Steph, I hope things improve soon. I know that ain't much sorry"
2263,worry,"E docs are getting younger these days.can u guess where am i??yup, NUH!! paying my ear doc a visit. Ouch!!"
13077,worry,I couldn't find P4 so I couldn't show Brantley my feet  and now its raining
3709,worry,@russellprue (duh typo error) part 2: social networking??.. there isn't even room for people
26815,worry,Leaving for work.. 5:30 can't get here soon enough!  hope everyone has a great day!
16748,worry,Fuck.. my legs are sun burned...
30300,worry,"If u want to change the fruits, u will first have to change the roots. If u want to change the visible u must first change the invisible"
25897,worry,"@Sweet_Cake just  little stomach bug, nothing serious"
29088,worry,"@dontspell_esl  If in doubt, wash separately   Normal concern is something fading onto the white."
14505,worry,Awe i feel so left out
27229,worry,@mitchelmusso ...and you're on my mind.. like all the time..
12990,worry,@qcmartinez it's cloudy and damp over here too. i hope it doesnt rain for tonite's track meet  i'd hate to do interviews in the rain
19988,worry,not in the mood crazii crazii highly upset now with everything &amp; everybody
18644,worry,@Cowbelly I really want to!! But it's one of my few free weekends that month and am booking clients  Mama needs to make money.
13739,worry,I'm all scared and bruised.
22396,worry,"@willadam Granted, it won't do that, either"
9938,worry,I want him to call
39477,worry,@damana Was he big and strong - and would he like a pedometer?
2061,worry,"Certain tweets I write are on the spot messages for a person, group, or pornstar, and those tweets usually get deleted within the hour"
21695,worry,"In regard to knowledge, I am like the little robot in the movie &quot;Short Circuit.&quot; I am always crying out: &quot;Imput! Imput!&quot;"
3437,worry,"Slept 7pm-almost 10pm, didn't fall asleep again until 3am, got back up at 5am. Aw, school."
24279,worry,@morganmg starbucks? I thought u were trying to b good?!
17471,worry,sad ending to the softball season.
7986,worry,"@alwaysafton I had an interruption in service on my phone, so I missed everything on Tuesday morning."
11467,worry,Havin a bad weed first wisdom teeth then ran out of weed now I might be getting sick . . . if only i had more weed
377,worry,vineri...nimic special sau probabil un alt weekend pierdut...
7250,worry,I haven't logged onto Minto.com in like 3 months and what I saw upset me  Gotta do better!
16428,worry,hey @mitchelmusso i tried callin u but it wont let me
31121,worry,"@vivid13 Good for you! I don't think I'll be joining later. I'm hyper as hell, though. WHEE!"
3060,worry,@mhall214  youre not supposed to...
29107,worry,Having a long island ice tea
17518,worry,@trent_reznor...are you really not touring anymore????  my brother told me. I'll miss ur concerts!!
17611,worry,@AdamSchwabe Oh no....Sorry to hear that ....
11576,worry,i used to have an ozzy osbourne pillow with his face on it. my mom threw it out. i miss that thing.
14452,worry,FATTY! omg i just found the worst shit out and idk what to do i need to talk to you!! hopefully i see you when you get off work.  its badd
9398,worry,It's gonna be a super long day
4659,worry,@maya_banks &quot;Something must be wrong. Only found 17 July Harl/Sil books I wanted
1524,worry,@forevertanoya awww dnt say that. I wanted to see it  how bad is it?
16770,worry,nooo i cant be sick...not now! im about to go see my new nephew
17236,worry,i soooo want to get a Nikon D 90  damn y do they cost soooo much!
3310,worry,"aw! I'm gonna miss my old username... nick jonas, shontelle layne, and sean kingston replied to my OLD USERNAME!  I'm gonna start all over"
23117,worry,@paminnewzealand Hiya! You might want to delete and retweet - the link to your blog doesn't work
34400,worry,@megdia tweet often and it'll draw followers to you
11850,worry,@jesslo24 oh no Jess I hope the person is ok
8339,worry,is stuck inside when its so nice outside
10266,worry,And I just saw something real sad on my lunch... A dog with two broken back legs.
5725,worry,@KMON3Y LOL well these girls didnt!!! And my girl made me tip the lady and she put her boobies in my face
14561,worry,Starting my 2nd shift! Im going to miss like an hour of the lakers game!
1119,worry,weebo is dying
36928,worry,@kathyIreland super stressful day &amp; can't sleep...glad I found you your so sweet to take the time to make strangers feel good.
23394,worry,"No more tickets for today.  Having dinner with Mimcy after work, then we head home. Then again, she might get a call"
9120,worry,@evylove why no FF for me?
25534,worry,Planning to run riot in Luton today! BA HAA!  Not reeeally  where's the library in this (skank) town though?
2855,worry,@zoecorkhill do you get headaches a lot? What painkillers do you take? Nothing works for mine
30378,worry,@BayoArigbon what you took your bracket off... ? And now it's time for bed !
470,worry,@JayDz hope ya sleepin well  guys still here
26862,worry,@ThisIsRobThomas Did you know its Star Wars Day today... May the 4th be with you!
6526,worry,Can't believe this Shit! I've spend 30 minutes for for a snickers ice cream... Seems like no one does then anymore!
792,worry,haven't watched gossip girl in ageeees ! and need one tree hill season 3 . god i'm so slow
12685,worry,aww i feel so bad for Holly
8278,worry,Is anyone there?  Please say hello - I'm feeling lonely
17431,worry,Poor Flores! Not happy about the latest news  #Nats
7118,worry,@vanessathomas ugh some stupid teenagers just showed up. My peaceful time is over
529,worry,@NOLAevol so i feel like shit for saying HAPPY BELATED BIRFDAYY.. i'm only a month late
18374,worry,tomorrow should be good. but apparently no movies
15121,worry,@drsteggy The evidently didn't have any of the smaller ones   I will keep looking.  I got a keen thing though for $7 that should do...
18754,worry,zoombezi bay was soooo fun!! buuuut my legs are soooooo sunburnt
20363,worry,"making mashed potatoes, and vegies to go with @JoelyRighteous's t-bone steak for when he gets home"
36394,worry,@kerri_louise so i can just watch that again  x
4004,worry,@MCRmuffin i couldn't be there for her last night cause i fell asleep like a retard.  agh.
11520,worry,Practically my whole body burns... I can't bend over or make any sudden movements with my arms
1981,worry,Going to see Angels and Demons tonight. It better not scare me!!
11562,worry,@rachelyn082909 i think i ordered a few days after you. Maybe you got something that was on backorder?
6553,worry,It's too hot.  I don't like it.
39212,worry,"did 14.5 miles in the Peak last night, with a nice 5 mile run back to the car this morning"
28193,worry,@WaleDC Philly hasn't played it yet!!!  You have to do something about that!! Please
17396,worry,http://twitpic.com/67twh - This has never happened before =/ orange blinky lights. I think I've broke my battery again
3679,worry,"Seriously, google, WTF? I don't feel online if I can't get into my inbox"
10677,worry,@nevermore222 poor tony  come play scrabble on facebook!
14591,worry,No more spending the day chatting with Steve on the computer   Now what I am I going to do at work?
37830,worry,@SimplyRe A week away from 21 huh!? So what do you wanna sip on - I got 'cha! Shhh... we won't tell  Love you!
17253,worry,"@WerewolfEmbry No, trying to reason with it. It didn't listen"
12882,worry,"Omg, watching Hollie Steel's crying is so so painful  #bgt"
34987,worry,the voter paint just peeled off my skin. or maybe my skin just peeled off with the voter paint
28051,worry,"@lola0507 hi my love! Im ok, just trying to get thru these finals, they're going to be the DEATH of me. how are you"
10994,worry,@LIL_MISS_CBW Sorry!  It's been one hell of a day.  I has flooding
25518,worry,60 days today  i can't believe it's been 2 months. i'm nervous about what i'm gonna say later. but i'm gonna keep comin back.
8590,worry,I miss my site!!
33931,worry,JB on the front of factor x!!!!! wooh contest timeee
9437,worry,Wow it's definitely Friday- the gym is completely empty! What to do? I'd like to play the wii but I guess I'll vacuum
8753,worry,Dilated pupils suck. The computer screen hurts my eyes so I won't be on the comp for a while.
882,worry,"@bethBABE4 Oh poor beths friend  i'm not naughty, i'm just unperfect."
17775,worry,Goodnight all! No iPod still but found my old MP3 player...we'll see how long it holds out for.  xxx
3926,worry,Mel best hurry up back from asda i'm so hungry
11742,worry,@cam_reed i feel so bad that happened to you  did the police find the guy that did it? are u gonna get your stuff back?
30700,worry,@blindllama i can do all that  but wha would i be learning?
4699,worry,Just had another Army-provided root canal. Not fun. I'm starving and craving lunch at Paloma Blanca. That's a long way from here.
34209,worry,"I'm off to bed. Head just won't stop giving me pain. ahgg.. Let this sinus, allergy, whatever you are be over tomorrow! Sogni D'oro"
32044,worry,can't wait to see those pics @yikes77
8536,worry,@HayesN  How come everyone seems to make so much more money than me.
15022,worry,IN PAIN. my big toe got stamped on during the hokey cokey. it hurts so much! anyone have any suggestions to help with it?
21193,worry,@lu_lu Just one part of a very odd trip. You travel for 3 months you see some weirdness. Loved Perth though
22178,worry,"@luluberry_0981 LOL I was going to do some homework, but kind of got distracted... Again...  Goodnight!"
23486,worry,"@David_Henrie oh my god, yeah! that cake looks delish! i hope you shared it! haha."
14311,worry,i don't feeeel good. :/ my head hurts. and i have too much homework to do.  schools no fun. :p hehe
27837,worry,Done with classes and packing for the atlanits!! I hope miley's there
19456,worry,@Nevidge20 Kennedy was re-injured at RAW on Monday. He's got s serious muscle issue in his back and a broken wrist.
3506,worry,"@sofiacoyiuto my mac's hard drive crashed then i brought it to powermac, they couldn't recover the files  no back up ("
483,worry,@damohopo @StephanieEllen If I told you how often I wash my hair you would never speak to me again
15140,worry,"google wave next, can't keep up with the 186 ways i can communicate with people now  what happened to good old fashioned letter writing?"
8608,worry,I ruined my lunch by eating half a bag of cheddar popcorn....now I feel sick.
14858,worry,"@SnowVsAsphalt Not at the moment, well i cant find it yet!  LOL"
7266,worry,Sunburn ouch
6283,worry,last school day tomorrow! it was the funnest day ever. BUt also really sad  Righ ow I'm getting ready to go to Moab with Phil!!!
22907,worry,"Been working on a framework for web based #SL application. Have product registration, server, login, site, security, &amp; comms all done"
23618,worry,Nugget bit Jack. I told him not to poke the poor hamster!
17329,worry,@greenphoenix09 thanks!!! But ummmm can't find that option  http://myloc.me/21F2
13879,worry,just doesn't understand why this thing wont save my photos  Defo uggo! lol
39405,worry,Mothers day isnt until the 31th here in sweden.But thnx for the pm's
4878,worry,"nyc placements have started to come out, but it looks like upgrades might have to wait yet another two weeks for placements! dreadfully"
1375,worry,@vivzy yeps...just for today though  I badly wanted to do some geek-shopping...
11604,worry,Ahh its so gloomy out  I'm pretty sure I just heard thunder eeeeeeek.
13203,worry,"unlucky pants    today: lemonade, earlier: white russian in the middle of the dance floor"
25437,worry,@JArmintrout love your books
10896,worry,I realized last night that I have no idea where my PnS went to during the move... I hope it's not lost and gone forever
10869,worry,@dougiemcfly join the club dougie i have a cold too  x
19104,worry,"@yummy411 @Cocoabebe I know, right? I guess the oldest doesn't hold rank on field trips anymore."
26729,worry,"@dermaesthetix I empathise luvvie, I dont personally understand a grown mans need to dress in tartan in search for a little white ball"
6455,worry,Back is SORE... should not have done that jump last night
11332,worry,I may have come down with something; we're almost out of tissues!    this is not a good season  http://tinyurl.com/nccqya
14242,worry,Here at work still feeling the pain for my friend wish I had a magic wand to erase all the madness
17880,worry,@Kristen_Oyler Poor little woman with her smushed in head
21353,worry,is a movie afficionado. I might just as well write about the films i watch.
5745,worry,@humbug83 Aaaaw no!  Are the windows open and that?
11456,worry,I got a headache
18721,worry,@sullivancc14 haha I really don't but I'm going to this workshop at school next week. Are you going? Plus my car is broken right now
22429,worry,"@A_warwounds_C I feel ya pain, I've got myself a nasty cold too. Get better soon"
187,worry,Spent last night in A&amp;E (ER). Wife tangled wheels with Daughter &amp; hit the deck. Dislocation &amp; fracture resulted.
4759,worry,Really nervous about my animal rights presentation next period
23903,worry,"@michaelmknight oh i wish my dear Michael, i wish"
10504,worry,I don't wanna do this presentation
19317,worry,"is in skwl now, and i dont really wanna study.. i saw him --&gt; J***I and makes me feel down.."
16996,worry,@eeeethannnn I do NOT. I RARELY dye it at all.  the red was the first in aaaagggessss. My hair just hates me.
38017,worry,YES. and then they should in non test conditions!
5502,worry,"my car is in at the garage &amp; is not coming out anytime soon! last time I heard the gearbox was the problem, still waiting for the quote."
3277,worry,I think my iPod touch may be breaking itself.
6987,worry,"Just came back from watching Terminator Salvation @ Cathay. It's so-so only, not so much action  but I feel sorry for Marcus though."
35958,worry,[ I'm not sure what you mean by &quot;blowin this joint&quot;?? &quot;] rb@ladypn lol lol good one......  ? http://blip.fm/~5z2zo
2187,worry,@katelynizzle haha okay you were talking about middle college grad I think and I got worried
9388,worry,"addin to that last comment, was spose to be going to see the jonas brothers 3D movie, but guess what i couldnt go aswell cos im sick"
14733,worry,"@ShabbyGomer wish we could have surprised them and gone to H, but just couldn't work it out."
575,worry,@rachelasha I even saw the news feeds of the archie website. But can't believe he'd choose veronica. I'm disappointed
4674,worry,@tarynantoniou where are you going tonight?!
5003,worry,Up. Showered. Struggling for the drive to get out the door. I'm gloomy. I miss my sway.
6918,worry,@redhalo_pax Oh man... I'm so sorry to hear that. I hope everything works out
26924,worry,"@ToriForNow haha.. you were actually in violations of someone's trademark?! okay..  Yeah, I went to bed at 4 and I had to be up at 6. :["
5654,worry,@felipemercado are you still angry with me?
10138,worry,still trying to get better  had to get mommaz lovin..headed to her house.. ahhhhhh i so hate this feelin!
15355,worry,oww...just bit my tongue
20076,worry,I am up and feeling pretty damn gud! I dont even have a hangover what a nice feeling
38685,worry,@Peddlee Haha... How could u? dun eat properly rt? see lar~ Go take medicine
104,worry,Oh no one minute too late! Oh well
24829,worry,@mattstout Thought you might be interested in @TweetPhoto http://tweetphoto.com. See who's viewing your photos!
7462,worry,Momma martini went food shopping without me!!!!
19128,worry,mommy coming home from vegas tonight! going to pick her up later in islip her plane doesnt get in until 10:40. KILLME. i want my mommy
15269,worry,"Btw, I think I may miss my flight.  Sasha's gonna be upset. But traffic was horriffic. Pull for me, guys!!!"
6341,worry,weather is making me gloomy
3042,worry,@primesuspect  If only my writing wasn't so scrub.
1572,worry,"Work, work, work"
19609,worry,I'm getting more and more reactions when stroking the cat.  Now I have welts on my hands from where she caught me with her claws.
11790,worry,ugh. i just want things to go back to normal. i miss my best friend
8788,worry,family are home doesnt seem like they missed me at all tbh
5598,worry,Back to the salt mine for my one day work week. So much to do.
17843,worry,@hughsbeautiful Is beastypops tired? I wish i was. My tablets are just making me want to throw up!
29180,worry,my mum would be happy to receive 2 handbags and a card from us today. heheee.
31001,worry,Got to reconnect with some dear friends tonight.  I am so lucky to have so many great people in my life.  I am blessed
7707,worry,I'm very sorry for the little disturbance at #SAPInsidetrack in Palo Alto! Just went into a debugging session when lines unmuted
15655,worry,#Ajax #php! Just thinking about a concept of autorefresh! @varun_chander made a mistake here
26412,worry,"@IanJenkin don't worry they are use to it, we always give them grief, they usually take it well!!!  nearly always!"
12740,worry,@beingnobody aww that is sad
27589,worry,@j3nn1e time-warner? talk about AOL. we did our presentation on warner bros.
12438,worry,needs to get over this fever grrrrr....
15891,worry,Just found a tink cover for a wii remote but the people i know dont have a wii  fail
38043,worry,Good Morning everybody and happy Mothers Day!!!!
13864,worry,"@MrJRGregory Im 20 - believe me, I've tried! I'm just too ginger! Freckles join up on my face - that's it!  get it out a bottle cancer ..."
153,worry,i just go up and IM SO TIRED and my airmatras is broken somewhere and now im in even more pain
24796,worry,@thomasfiss hmm so late. Well its early for me.. HA
18973,worry,Suffering from  Hemorrhoids.
17820,worry,sore throat again. gaaah. it hurts.
19555,worry,@BMatt95 ohhh. hm. I don't want to screw mine up
36402,worry,"@iamcomedy how abt we wait til summer, and do this at ur place...ima need somewhere to stay anyways"
20353,worry,YES! Im down to 50% full on my dvr  i was at 98% like 3 days ago... lol I swear if I didnt have a dvr I would never watch tv
14743,worry,@JonnyRadtke i'll miss you when i go to future kill hannah shows
30413,worry,"@KatiaDominos loll , of course me tooo  &amp; i love their new song toooo ?"
13376,worry,my monitor won't turn on. This can only be the work of my mother.
24064,worry,School can blow me. He looks nice today thoughh.
21440,worry,"@clicktokill scared what I may think of myself 2 yrs later, looking at the pix"
13724,worry,So freaking close to getting my car back. Told me I could pick it up then call back to tell me there is a crack in the mfing windshied.
32490,worry,@cptheartist 'wife a chick' LMAO!!  no problem with marriage. just negative symbolism attached to the jump-right-into-the ring bling thing
14125,worry,"Hmm, had first pizza in ages and feel a bit sick now  That'll teach me!"
37417,worry,Zombies make great huggers b/c they don't lower their arms or move to fast...  ï¿½ @zaneology (via @sharonhayes)
17791,worry,I should go shower but FFAF is fucking distraaaaacting
9055,worry,i thnk ima cry i feel rlly bad
38527,worry,@monabarry Ohhhh! Ok! thought that I was going nuts!! Maybe they will pass through here on the way back!
15806,worry,is sad that today is her last day in san diego
18262,worry,Dentist  my tooth really hurts! &amp;0hhh yeahh I'm with this girl @ashliebrillault maybe you know her? She was Kate on lizzie mcguireee!&lt;3
17001,worry,it's the weekend but 9 year old is grounded which makes me grounded too
1983,worry,Having horrible nightmares not gonna go back to sleep
12233,worry,"my girlies @VeeVeeBOMBSHELL &amp; @ReeseCromwell r leavin me today  Vanessa, I'll c u when u'r black *I mean back and Reese, I'll c u Sunday"
2429,worry,"@tommcfly, @dannymcfly, @mcflyharry and @dougiemcfly i think you should come home now"
9804,worry,watching The Uninvited in my room. Can't wait to go home. But I have to go to the Deid first.
15145,worry,@MrPerfect919 i did have 1 n i still do...this job is so dead 2 me right now...
1122,worry,Got a flat on the way in today - Pot hole. Another thing to tick off the &quot;crap things that can happen in a week&quot; list
17233,worry,@Jovani_Celeste  how long is the delay?
12925,worry,"Josette....where are you??   I looked across the pond, but you are nowhere to be found."
35501,worry,"@jacquelinesteps Thanks!  Actually, when I first got my twitter, my pictures wouldn't upload either. But they upload, it just takes a"
4344,worry,"@IZEAinc So sad...found otu about your boot camp too late.   Oh well, may be in LA that day anyway."
18523,worry,i wanna go home
10864,worry,"Trying Resco MobileForms Toolkit and sample. Trial messages ruin everything, the sample has bugs, it's running slow. Poor 1st impression."
4355,worry,needs my mommy  http://plurk.com/p/x116r
19719,worry,@Laurie_J We're in the same boat.
10441,worry,@masterluke103 oh how the ladies will suffer now  LOL
11529,worry,around...takin it easy tonight b/c i'm still sick
38024,worry,@hellosascha I'm currently into Emarosa. Their new album is the shiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiit! Haha
16068,worry,soo fucking stressed out...I think I could possibly lose it
37796,worry,i'm hungry. i want scrambled eggs again. my grandma always makes perfect scrambled eggs. my mum sucks at it. so i'll go make some myself!
8811,worry,I do NOT feel good today
10231,worry,@cameo1172 i have 2 friends going  so jealous
159,worry,my sole supporter is not my sole supporter
14481,worry,@xXSam_01Xx   dont leave us !!! whats up ? xxx
38813,worry,happy birthday great-grandmother  ../././. bad news on a good day &gt;&lt; but ame is living
13564,worry,@ChewwyUwe http://twitpic.com/66st1 - please let me freee... I can't watch you masturbate for much loongerrr!
34653,worry,Theres nothing like your own pillow.
10981,worry,I am not feeling well
17089,worry,Wishing Adam wasn't at work
13345,worry,@simplyvannesa heyy i have a sis of 1 year with 5 months and still she don t want to walk..
19771,worry,@Marcina @bifnaked bif doesn't come down far enough south for me
24355,worry,"trying to record my audio source, maybe I need a specific program @vhadZe I'm good thank you  hehe"
2380,worry,@alabamawhirly I'll be stuck inside the office all day today
1274,worry,what am i gonna do when my iphone is full!
23304,worry,"@dipfico: hmmm, wrong link, ignore my tweet"
6133,worry,@aidadoll LMAAAOOOOO that is horrible. Poor thing
39696,worry,@reivad so's the smell of cigarettes and alcohol... at least *i * like it.
35717,worry,@colinkelly thanks colin hearing that bad knee Imor not il crawl over the finish line  your a wee star
8370,worry,I am working like allways. i hope i have a good day havent talked to my Mr.Goofy in over 24hours so that cant possiabally be good
16118,worry,"throat is reallyyyyy sore , i can barely talk"
32546,worry,"@TheDailyBlonde No i am not a mom or dad, hmm well I will forward the link to my mom.  I am embarrassed now"
24437,worry,"Ride bmx on the beach in Burgas, after careoke night"
19242,worry,"still feeling crangsty  but sushi for Marianne's bday (tmr) tonight! then pedicures (finally!) even so, I hate feeling like this *pouts*"
26620,worry,So im playing hooky from work and it feels good  Gonna go get ma hair did! .......i wonder how fitzsimmons is doing?
8707,worry,@theyjusthowl
10588,worry,@shoemoney I'm more upset about the fact that 2010 is the last year
770,worry,@RitikaKar  http://bit.ly/179jxS But gotta wiat till next week  btw...you from Mumbai itself?
16867,worry,@ kbal24 I am sorry that you are feeling that way.
27482,worry,Being slammed with spam followers today. Is it just me? Or is that all I can attract.  Get a life people.
9862,worry,@stevehills dad's been having fever since last nite and needs 2 bottles of blood trasfusion..loaded 1 today..1 to go tomorrow.
13851,worry,wants to go back to charleston
19510,worry,is working tomorrow all day so can't do anything tonight  Whats the plan for Saturday?
6335,worry,"@PeterPolaco I'm guessing the belt thing is a no-go since I didn't hear back..Sorry  Stop by this weekend, we'll talk bout the ring, etc."
25400,worry,not ideal bank holiday conditions.. a little over cast and rainy but perfect for a lazy day with a dvd
17429,worry,Hate being skint  Anybody want to give me another job? haha!
26748,worry,"@erinmmoore if we actually watch it, yes we can admit it... our popular culture doesn't define our Christianity!"
16553,worry,Then it just HAD to start raining here. ughh... (via @dusktallon) haha you died   what did you do at muskoka
2378,worry,BIG NEWS?! But I don't know if I can share it.
34046,worry,"I have the worst stuffy nose EVER. Lauren's spending the night, and I took too much Sudafed!"
15169,worry,Well that just sucks. Good way to make me feel bad
31920,worry,@DROStreetTeam09 well keep me posted if it comes out fully thanks
3940,worry,"Ugh, I feel like shit-- gonna call out of my classes today  hope it doesnt affect my grade"
12329,worry,@bjcash AHhh FCUKKK...i missed out AGAIN  You must fill me in with the deetZ...see you tonight?!?!!
3129,worry,@taylorswift13 ....... i'm wondering if you're as awake as i am. ?
10925,worry,"Its official, I am working Sunday in DC."
10101,worry,@TheMrsNikkiSixx  We'll miss you  #Sixx?
360,worry,I'm feeling this pressure in my head that always kicks in just before a nasty headache. I'm not looking forward to this.
7425,worry,Pressly Anne Hamm misses her mommy while she is in Texas  http://apps.facebook.com/dogbook/profile/view/6480360
16599,worry,Gonna miss the girlys soo super loads! Wish I wasn't going for 3 weeks! It's wayy to long
10120,worry,"Just got back in, and I'm absolutely exhausted, have to be up in 5 hours for work"
10990,worry,Thunder &amp; lightning scarededededed me!
2977,worry,Not happy got a big choice to make
17113,worry,Wish I brought some warmer clothes. It's chilly here.  only negative thing about the trip (&amp; the no sun which is connected to chilliness)
16536,worry,"Why are young people attracted to trouble? this makes me sad!  ,&lt;3 kMv"
16955,worry,Scared  waiting for the call
21019,worry,my birthday chicken  http://bit.ly/whbuv
24232,worry,"@_xotashhh I love having days off school, I had one on friday too"
4087,worry,thoughts out to Vicki (MOM) who just hit a deer in her Stage 3 Roush
32517,worry,@Jordanbrown Get her Clogging Shoes
16211,worry,I didn't get my q'doba today! sad
1607,worry,Oh no.... Trouble in paradice
5815,worry,@MaXXXimumMyra I am lost. Please help me find a good home.
9917,worry,@cathrynmarie i miss jack n box  and whataburger  and oooo taco cabanaaaaaa  lmao
6828,worry,"I swear, now my dog is having anxiety issues."
3911,worry,There is a baby cardinal fallen out of its nest. I dont want to get attacked by the mom bird but i dont want the dog to get the bird
16706,worry,At Home Depot and no one will help me load my plywood into my van for some reason.
17458,worry,Major iPhone problems  Wont let me send texts BUT I can do everything else! Can anyone help
3283,worry,@mapsadaisical just tried DMing you but it tried to download some strange file so stopped!  How come no gmail MaccyM?  Missing you  SADS!!
11107,worry,"has burnt my hand on the cooker, it hurts"
25922,worry,@purplelace424 ya mine too but for very different reason
37373,worry,@michau Sounds like a good five days
15539,worry,"i cant believe that its already friday! omg, what had i done?!"
9880,worry,@Cracklin_Rosie  it was my name until yesterday
32006,worry,@duckamin If it makes you feel any better.. My Saturday night is lame as well. I heart you
7466,worry,My whole body back pain treatment and detox starts Monday. Not looking forward to a summer of hot yoga and healthy food.
37450,worry,@ScubaStev3 jfufnfwucnbqjic im bored
690,worry,@zhenerak I thought I was your best friend?
16445,worry,My baby isnt online yet  booooo
7472,worry,"Hmmm I am very stuck, I have uploaded a picture but it doesn't show up :S I urgently need serious Twitter help  lol"
21725,worry,making Shell join twitter so I have a follower
10637,worry,"twit twit twitter! trying to &quot;legally&quot; watch a movie online, its not happening"
24019,worry,"@minnaryyni Heh, aye. I should have investigated properly first before asking  Does seem like it's not the most obvious thing though."
31401,worry,@shadowcelery It's great
32647,worry,"@CharlieShrem  alright...I'm going to get off comp now, go back to ur party  be safe  &amp; have fun!"
10852,worry,having bad day
10662,worry,Yes!! Finally Friday...which tech means nothing to me since Im currently unemployed
5259,worry,@SolarAvada - DAMN. LOL ON FRIDAY.? ITS NOW SATURDAY HERE LOL. IM IN AUSTRALIA
8470,worry,@alltimebritt lol dammit  well then next time then
6880,worry,it makes me sad when people phones are sick
5006,worry,ConGrats to all Graduates! Such a Beautiful thing &amp; Big Deal! I wish i cudve attended my lil man Ryan Kdg Graduation..  Feel verY Sad!
16547,worry,"@alittletrendy but he was only 39  sorry, I tend to ramble about him,"
9339,worry,"@rantingteacher No, rather we're OMG it's nearly Monday"
38688,worry,@mellalicious fey slays it in #30rock but title of that film sounds bad  #Inbruges is a funny indie little euro city hitman gone bad tale!
33874,worry,I just received a mothers day card from my lovely daughter wishing my a happy mothers day  http://tr.im/kWK9
11543,worry,"is missing training tonight, the lurgy is on my chest"
13970,worry,my eyes hurts..
30868,worry,"Just joined. &lt;_&lt; Not even sure if any of my friends have Twitters, maybe I'll just be a celeb stalker o.o"
18242,worry,shiiiiiiiiiiiiiiiiiiiiiiiiiiiiiit advanced databases in 8 hours and 13 minutes  fail
5695,worry,Learned a lesson the hard way. Lost my USB stick and backup was a month old
35004,worry,"@cArtPhotography Hey, it was a GORGEOUS, day (and night) here, too.  Played in the sun then a full moon lit my way home.    Life is good."
17977,worry,And now im all hungry and thirsty. and too afraid to go downstairs...
2975,worry,Seems like 60 min wait time  should I call the wife now
4151,worry,i'm not feeling twitter at the moment
15054,worry,@maureenjohnson i looked for you but couldn't find you amongst the crowd
7846,worry,@lilyginny27 @tomfelton no freakin way!  Gah LG... I'm sad for you.  No love for the feltbeats admin...
4053,worry,@Emz2009 so sad emma  u sad to be leaving the show? xx
27947,worry,@kouzrah etherreal WAS my main preoccupation. Now it's EtherREAL's preoccupation... humm... me ? schizophrenic ?
