,sentiment,content
32992,love,@dollg1974 thank you!
29119,love,I ? JONAS' second episode! Aww! Nick is so handsome
29495,love,tweep tweep haha
24177,love,Brad Fastings is my favorite person to hang out with from 12 AM to 5 AM
36929,love,@JonathanRKnight @jorddanknight Happy Mother's day to your Mum
30320,love,good night people   sweet dreams
34451,love,"Whatever you're thankful for in life, make sure you are most thankful to your mother. Happy Mother's Day to all you mothers."
31150,love,i like this Dr. Seuss quote - ï¿½You know you're in love when you can't fall asleep because reality is finally better than your dreams.&quot; -
38706,love,had a nice brunch by the bay.. Thank God for Mommies!
23328,love,"you belong with me may be my favourite music video ever, and lucas till makes it just that little bit better"
23127,love,GOODNIGHT MAGIC AND PRETTY WORLD
37347,love,@AubreyODay god bless u and I hope the rest of your weekend is joyfull
38853,love,is wishing all of the mother's out there a very Happy Mother's Day!! Love ya!
