,sentiment,content
4086,neutral,dont go... im sorry for disappointing you
38722,neutral,On a day like today. I am thankful for my mom's teaching (proverbs 6:20-23) and thankful that she's on twitter too! Love you @planit1
39661,neutral,"@goibhniu Yeah, I agree. it does.  BTW, check out !linuxoutlaws. ;)"
5708,neutral,"@TheRotArm My first thought too, I've never even watched Dragonball"
28379,neutral,Im trying to make my MySpace look good. Check it in about 30 mins and leave me a comment
24958,neutral,@mandacrow good morning!
35048,neutral,@idreamofjeanny Chowder is the shit!!!!!!
32009,neutral,@theKT oh yeah!!! I'm so stoked for Mondays game when caps get destroyed
28571,neutral,just got a wii
36727,neutral,"En route to Minnebron, where cell reception is notoriously unreliable. Until I tweet again, have a great day yall"
7934,neutral,Don't know what the heck to do with the space of time between now and BGT    Bored.
37910,neutral,Just got finished cleaning and putting out my mom's presents.  Happy mother's day. I'm going to sleeeeep.
31844,neutral,Justin Timberlake and Andy Samberg do it again.. Mother Lover skit on SNL was great
11056,neutral,Is it really almost time to go back to Chico? Im excited but at the same time going to miss home
1917,neutral,what am i doing? what can i do?
30706,neutral,goin to sleep busy day tmrw!
33262,neutral,"You're never alone Just when you think no one cares, you realize that there' always one person you cares for you"
30881,neutral,"Brisbane - Ford - Falcon Ef - 1995 - $4,000  - new ad received and will be posted on the HCC site soon"
17920,neutral,@telltammy I tried both. @twittascope is unstoppable.
25363,neutral,Good morning tweeps ... wishing you all a great day
36122,neutral,@paulbay1028  Mornin'.
14630,neutral,Toy Story 3 trailer premiered with Up. I need my computer back.
12288,neutral,@K1_Logos nope my computer right now is in need of a power supply so im useing an old office machine
22290,neutral,@goddessprogress thanks for the follow
21177,neutral,"@DavidArchie follow Jason Castro, he's following you..I mean, if you want to..just letting you know."
4755,neutral,We'll watch &amp; wait &amp; tomorrow I can take anyone who needs to the dr w/o having to take everyone else....N's cheeks &amp; ears red as my hair
31820,neutral,@caitiehendry this: http://www.sife.org/usaexpo/
25012,neutral,Presenting today...hope it leads to the ability to move up one day
32196,neutral,just finished  Emergency - by Neil Strauss - another great read Neil - congrats   miss you by the way!
35236,neutral,@Lynne_Lyons You get championship points for the heats too
34412,neutral,at tokyo table
20517,neutral,@madisonSAYWHAT yeah I imagine you did
33519,neutral,@kimberlinax3 oh kimmy really?  I give you one week from when you get home to hangout with me. I better get to see you. &lt;3
32673,neutral,"Going to bed, busy day tomorrow...Happy Mother's Day Madre! Te Amo!"
22791,neutral,http://www.dothebouncy.com/smf - some shameless plugging for the best Rangers forum on earth
23907,neutral,@XLesseyX hey cup cake
31015,neutral,"@willemss Lol, eBay? You laugh now...juuuuuust wait."
33322,neutral,Okay enough talking for now time for bed. Big mother's day tomorrow! Then back to Greeley for the big move.
25663,neutral,Morning.  Tweet Tweet.
38194,neutral,anyone remember those izone cameras? Well i still have mine. Pretty rad
13403,neutral,http://twitpic.com/67f8o - Making the treck from lafayette to batonrouge solo.
26474,neutral,@unfolder There's no pause button in the game of life.
1363,neutral,Got back and putting in the laundry. We got in there last  o well as long as its clean. #DSAA09
19916,neutral,(@ohmyjade) 1-Pendulum = awesome! 2-Goodbyes suck  3-Shut up plz. 4-Toy Story 3!!  5-JB 3D MOVIE 2MORO! 6-I'm tired. 7-Aaaand I'm out.
111,neutral,@justamedicine  That was stone cold   Crazy....  ?
38237,neutral,http://bit.ly/5pBLz  for McCoy's initial rant.
24815,neutral,"@Gregor123456789 sure, i will"
1949,neutral,"is laying in bed, wishing i could meet Kellan Lutz.... haha im a nerd...dream on"
10919,neutral,"@GlamourFrog I so need a tweet editor. Yes, I meant it"
22246,neutral,leaving work in 25 minutes to go to Broompark then to see the new flats then for lunch with Mandy and my dad.
19751,neutral,@imreallywildin u callin me grimmy
27550,neutral,"@mrsjoke No I'm asking if you're working on a movie? But, sure. I also want to watch that."
15492,neutral,"Right now I have a use for the snuggie, but no snuggie to stay work with"
9256,neutral,@hindupez Maybe JD can help you out there I don't know though  But I will ask!
25826,neutral,"@WriterCharly 100,000 / 60 = 1667 words/day.  1667 / 10 = 167 words/hour.  167 / 60 = 2.8 words/minute.  No pressure."
36563,neutral,@4boys4now denial can be very powerful
33911,neutral,jason! bend over so i can hit it from the back
1370,neutral,rented bikes + unknown trail with random bumps + big hills + kids = one beat up little girl. Not a good day on the B family vacation.
38910,neutral,just woke up
13183,neutral,a headache once again ugh
37442,neutral,"Going for a walk in Nï¿½mme to test out new hiking equipment: telescopic trekking poles, boots, coolmax socks"
8559,neutral,Maybe I won't be getting a call.
26882,neutral,"Done Jack in the Green today, it was good, a killer walking up the West Hill though! Listening to Will and the People"
32322,neutral,@mojustice I've heard this fall. I'm waiting too!
14155,neutral,So into sweating degens at the WSOP I'm using twitter
21119,neutral,COME ON GIVE HER NICE HOME  http://tinyurl.com/dhgkc9
7844,neutral,on my way to work been off for four days and i really really dont wont to go!
2294,neutral,"So, I am working on the news as well while I am doing all of this &amp; Rob is all over the place!  No wonder that boy never gets left alone!"
30042,neutral,"Perth - Ford - Falcon - 1997 - $3,500  - new ad received and will be posted on the HCC site soon"
4168,neutral,Bandwith limit exceed on filaty
34338,neutral,@JennLovesM5 @TDLQ awwwww i'm such a scifi geek and StarWars is the TEN COMMANDMENTS for us geeks!!
30875,neutral,Funny how hittin a sale at coach and bath &amp; bod works makes my day that much better! Shopaholic? Guilty.
29930,neutral,@tangokjewelry LOL!  Too true
35554,neutral,Is getting the hang of Twitter.
35636,neutral,i like them all i just saw the movie 4.8 i would give it a 5 if Tyler Perry wasn't in it
10436,neutral,@msfeistus I AM A CHILD OF THE DIGITAL AGE I USE TWITTER TO ASK SUCH QUESTIONS do not bring logic into this
4293,neutral,@JonathanRKnight   Delays/cancellations really bite. Have had my fair share and can sympathize. Hang tough!
3933,neutral,@djpayce i wanna play  golf
17222,neutral,@mitchelmusso http://twitpic.com/67swx - im waiting but its been 40min
22524,neutral,@AngstyRossini lol.  You must be new here
29694,neutral,@just_val_4_now not sure what youre talking about...im not on a ferris wheel im on my couch!
25536,neutral,@RobertHoliday @mmichelle35 @missjo_ladie - G'morning...  Headed into the classroom now. Have a good one.
2668,neutral,All of a sudden I'm craving broccoli and cheese soup really bad...  oh the hunger
11979,neutral,@Frankmans: and this year I have summer school.
22719,neutral,@janole Oh cool! When is Alpha 1.18 coming out? Auto-connect was the feature I wanted to request
30789,neutral,so very thankful for her MOM
22410,neutral,@littletiara haha dont we ever do that before  many times
34213,neutral,"@jennafurbee that is definitely an easier way of saying it, yes"
32813,neutral,Special chocr makin rounds @ Gourds show
31102,neutral,@shoot4the5hole Welly's the Pinball Wizard.  #canucks
27493,neutral,Exam 1 today. Going to get my license renewed  The birthday is getting closer!
10729,neutral,Justin's blanket shed black lint all over my white skirt.
18246,neutral,Confused about Twitter  everyone on Twitter follow me!
4336,neutral,"@stephenfry  i didn't get it. although, as it's a religious thing i think i'll let that one slip by..."
6145,neutral,Ow it hurts
29988,neutral,"@rahsheen alright, I'll let you slide on that one"
13309,neutral,@DarrenRuane Hey! It's so funny - I stopped to get a coffee on the way in and spilt half of it in the car!
31817,neutral,@SticknYOU if you were down the road from me you can bet i would be right there  #MMOT
29524,neutral,Ha that was cliche.
9092,neutral,@ALauderdale smh @ playing dress up! lol. I can't see the vid though... Its not working
35096,neutral,@DanInBarca mmMmMm I've been craving sweet potatoes and almonds I'm going to have to incorporate those super foods tomorrow
21774,neutral,says somebody n e body please!
27208,neutral,"@hughsbeautiful Oherr it's soon then, do you have plans? I had a party on saturday  x"
36926,neutral,using my twitter account
17659,neutral,working until10
3192,neutral,The girl in the hair salon asked me &quot;Shall I trim your eyebrows!&quot; How old do I feel?
31433,neutral,@twospotgobi - thanks for the reply. Of course it doesn't really explain it  I googled it but found no explanation.
21391,neutral,DONE--IT'S SUMMER!!!
25109,neutral,just got home.  errrr... V.Luna hospital is so far. :|
7384,neutral,@SujataChadha wish I could say the same about the weather in Mumbai. Its hot n horrible  but guess it friday so one reason to be
4470,neutral,It's a windy and rainy day
34438,neutral,@stevepizzati Go to Campos on Missendon Road in Newtown. Ask for Ben. And discover how great coffee can be
27624,neutral,@Kunky work outside
17088,neutral,actually I could do with going to weight watchers
834,neutral,"@ddlovato Since obviously living in Alaska, only a few radio stations we get here."
9799,neutral,"@ginamc she's been watching the cartoon clone wars, and she's totally into the force.  Shannon won't let her see the live ones yet tho"
31557,neutral,"9 imperials later, I'm ready ready for a nap."
9889,neutral,@so_precious06 sooo mad
37040,neutral,"Wow, a calm evening"
33250,neutral,@LyndonChester hi Lyndon - if you get this before 4pm Monday 11 May - i have mail for you from @amandapalmer via Tasmania. DM me
38953,neutral,Happy Mothers Day to Heidi Klum
5385,neutral,@twenty8 Shitttttt
39404,neutral,shopping in Keswick
23218,neutral,"Well, up and into the third day of Virgin 1's Captain's Log Star Trek weekend"
14887,neutral,Ugh cramps  and it's hot
20226,neutral,@Nadiney I went for the sweetheart.. Well see how things turn out..
7536,neutral,fuck i hate when the strawberries run out in my special K
31304,neutral,cookies are good
21840,neutral,@moppet10 Hi Kate  How are you?
34805,neutral,"well i guess it all depends,undergarments."
39838,neutral,in bed watching Rove
8649,neutral,Bird poo update... Managed to clean it all off but some slight stainage remains  any tips?
21961,neutral,Went to see Wolverine with the husband (who is off work today) - was pretty good
9751,neutral,@kassielovee belly ache...lulz....I'm sorry though  ....ginger ale!
28941,neutral,Sountrack de Juno me deixa feliz
17201,neutral,"@mitchelmusso  omg, I can't call you from england, this sucks!! Please say hi to me on here!! it will mean soo much!! =D"
31287,neutral,http://twitpic.com/4wc1k - jake is signing up for a twitter!
11993,neutral,Is Google Maps not working for anyone else?
9620,neutral,@misschellebeans i work til 10:15...
33158,neutral,I think I'm going to go outside and have a very John Cage moment   Music majors rejoice!
28185,neutral,We should so go for the Cobra-Cam idea
38992,neutral,reconnecting with amadeus and friends
39100,neutral,Getting the JBA out
28696,neutral,"@JoeSDMF I know, but I wanna finish bsg first"
23291,neutral,IDIOTat)gameszombie you're welcome  Th*nks for the follow back. (stonedbuzz) #IDIOT
23398,neutral,Kind of tired of poopy puppy patrol....who knew two lil doggies could make so much um...waste. They are super cute though
22803,neutral,@laurenredhead No problem! These boxes are _made_ for undernourished IT professionals
26701,neutral,@paulcargill thanks  xxx
2518,neutral,Two day hangover
28537,neutral,believes that creativity  in cooking is only limited to your imagination... guess that applies for most things too... like photography
38023,neutral,@HilzFuld @YarinHochman there will be a session of #MoMoTLV at #iva09
30888,neutral,@Debessence Lol yes she was.  I totally agree with your blog as well!
30316,neutral,@dosjon NOPE.  It's been years since it's happened like this.
22624,neutral,@VixenJodi Oh you are way up there! &gt;LOL No wonder it feels like snow.
37638,neutral,"@LittlestarRed Good too thanks  So, you had a nice evening with your father? that's cool  Thanks for the link BTW!!"
31801,neutral,http://twitpic.com/4we4j - Speed lessons on the main screens on center court! I had to take this pic
4575,neutral,"http://twitpic.com/66nbd - Ready for our 3D Jonas Brothers Experience. Real Brothers, not included"
21460,neutral,@spontaneo is there ANYTHING good about our country?
7121,neutral,"@PartyGurle wow, atleast u only have three weeks...I have two months to go    Are u going away?"
39452,neutral,@imkeshav I love flock on ubuntu
10206,neutral,Done at the spa   now meeting vic for some late lunch!
28503,neutral,"@ABeautifulMind1 Whats with you though, you sound a bit down yourself.. not your boiler again is it"
35989,neutral,@cbraik very cute and pretty
29523,neutral,@ixtumea like the name  what kind did you get?
31499,neutral,Going to bed. Goodnight!  x
14682,neutral,gymnastics time.  My last night for teaching Friday evening classes.   New summer schedule starts next week.
36230,neutral,@drhorrible http://twitpic.com/4w8ja - damn Felicia is freakin cute
7855,neutral,"@reba Wish I could listen but because I'm from Canada, the website won't let me!"
36005,neutral,What's up!!? @guillermop
18290,neutral,I want to go see Up
32493,neutral,@dpocza I hope to take you on that offer one day
11092,neutral,thinks she needs more followers. its still so warm  going cinema later t c night at the museum2
18457,neutral,@gay_emo_zac haha... I wouldn't be surprised... The few cute ones here are either taken or straight...
34081,neutral,contemplating whether or not I will go to prom as I listen to my 80's playlist. &quot;Somethings tellin me it might be you!&quot; Stephen bishop
27112,neutral,"@MRHYPERPCS Thanks, but the Elance course is not mine! It's @trishlambert."
11257,neutral,"im backkkk!!!!!!!! hungry as hell, havent ate today"
24615,neutral,@LiesX I see
11144,neutral,Its that time again
1680,neutral,"@yarivs Storysize is 2 (and it's posted as a short story, not one liner), but doesn't show up in any news friends can see. Only in wall"
11885,neutral,dude I have 2 more hours  and I'm all done with my work
8537,neutral,"@RNconsult alarm watch + pill name display for functioning Alzheimer patients w/b key; hear alarm &amp; ask, &quot;What is that noise about?&quot;"
39425,neutral,@EllieJouzdani nothing is going on here is guess
32953,neutral,drinking a cup of ice chocolate
34052,neutral,when the sun goes down!!!   ? http://blip.fm/~5yyud
11165,neutral,my hair won't turn whiiite
4650,neutral,@DGNY I'm ready homie..actually ima be working
8755,neutral,@nick_carter It says the video is private
34367,neutral,Watching cartoons.....
32742,neutral,@ThaEntertainer The Hills- go LC
27622,neutral,@Twiter_ME_This Morning @DonniezDetDiva new profile pic
19739,neutral,"@UndressJess Wish could, but riding a tour from Chicago back to Iowa."
25527,neutral,@t_de_baillon
30394,neutral,Sonny you are a mystery man!  I'm into it thoughh.
26691,neutral,@DillonHall How do you spell the sound of a wookie?
22122,neutral,@LucyKD hey Momma Cherri's site is still active: http://www.mommacherri.co.uk/ I'd love to go too one day
18020,neutral,@mitchelmusso
15099,neutral,I didn't bring my pokemon with me I forgot them at home
880,neutral,@ecctv If it makes you feel better I lost 10 overnight cause I posted a picture of a baby
13461,neutral,@scooterwastaken i think i have mine in hangers in the closet
17099,neutral,@omgcorrine I'm having the same problem
2563,neutral,Can't concentrate  need a booster to woork
9883,neutral,planning how to move back home...the regression process is in motion
17104,neutral,Avoided cinder blocks! Safe in NY area.. But Dantas and porky upset beavs gone
5751,neutral,Is getting ready for work... Working all weekend
37764,neutral,using yahoo pipes to combine feeds - doable &amp; reliable I guess
21623,neutral,@moanasaves right.
27582,neutral,@LToya818 yeah i was shocked he probably just pitied you..... thats y i talk to you from time to time
19623,neutral,cant get onto twitter on the Internet
20736,neutral,trent reznor - liddle beotch doesnt get his way. this could be the title
1056,neutral,"facebook quizzes are one cure of boredom haha, my teeth/mouth hurts"
8055,neutral,Will be back in Dallas tomorrow.
4702,neutral,"I woke up with a sore throat  Work tonight. Grad practice in the morning, hanging with family, then GRADUATING FROM HIGH SCHOOL"
4,neutral,"@dannycastillo We want to trade with someone who has Houston tickets, but no one will."
30686,neutral,@chrisettefan hhaha kewl dude!!  but if u dont know &amp; he does have a reason well thats another story mhmhmh...does he?
28191,neutral,@denise183rd lol u better hurry up cause your ass is running late and whats for breakfast
9302,neutral,I'm not putting anything
21182,neutral,@daysparkle just like you  jonas
14132,neutral,I am finally on a roll... now time to stop.   Is it weird when you love what you do?
20886,neutral,@ArunBasilLal Tat PsP! Its ma fathers name. Hw did it end up in ma userid? Long story..  'vishnupsp' is ma user id for almost all sites.
34384,neutral,"@DavidYoumans Happy Birthday, David"
29608,neutral,VEGA UNDER FIREEEEEE
12888,neutral,Leno's last show tonight.
1683,neutral,@bannersrus hemp cloth is marvelous but unfortunately no
8431,neutral,@ItsMeGregory you're so far
15115,neutral,"@camila_bmac I knooow, I want to sail"
27967,neutral,@pmed Awesome.  good luck with the kegging.  I need to get into that instead of bottling
28574,neutral,"@DAChesterFrench DAMMIT. I guess my baby daddy is some impostor then...i kid, i kid"
12032,neutral,didn't know the statue in the Venetian was a real man and screamed so loud everyone laughed
31126,neutral,@louistm thanks to follow
33320,neutral,@whyinthehell Yoko Ono - Ben Lee  - ? http://lala.com/zAd It's easy.
32191,neutral,@PaulReid and sorry that sounded like a 13 year old texting!!! Just tried TweetShrinking built into Tweed Deck  Just another cool feature.
29978,neutral,spent a few hours being a camera whore with palina
33797,neutral,@SirReigns   What are you designing?
24143,neutral,@limyh No problem. I'm just sharing the whole list to you.
18112,neutral,one year since I met matt corby
22834,neutral,Jensara Swann is an Act-Model ~ enjoyed shoot with jensara and friends yesterday   http://myspace.com/theveilonline
22337,neutral,city in a bittt.
14142,neutral,@robotadam I was hoping I could just drop them into ~/.vim so both Vim and MacVim could share them
22828,neutral,@katharotes We'll get hitched when you get here.
20274,neutral,"@Mattro heh, i meant differences between b3 and b4"
32706,neutral,Yes... I'll have some ice in ice tea please  LoL
4324,neutral,Strike one.    (Three and I'm out.)
6896,neutral,Just found out - http://tinyurl.com/qlrcec - the fucking frenchies have set a precedent
11223,neutral,I will move anywhere as long as it has a freaking dishwasher! I despise doing dishes
10129,neutral,@PBsAlienGirl  Happy Belated birthday hun!! My net broke  This is the first chance i've had to get online! Luff Yooooooo xxxxxxxx
7151,neutral,I just got a wiff of pazik fart!
15608,neutral,@stellarciarra wasnt it sad?  was the 3d good?
4747,neutral,On the way home.
28598,neutral,Listening to Black Eyed Peas.
30957,neutral,@charyl most definitely
19491,neutral,"@CaliLewis Welcome back to the Bay Area. Does In and Out call to you?  Wish I could meet ya at the meetup, but I'll be working a gig."
12528,neutral,@H60DSTABOY yeeeeemp  same time like yesterday
35251,neutral,@PhillyCustoms Naw forget it then. I will only if u take them
39331,neutral,@maryk3lly sure i willl ....
7475,neutral,@thegoodhuman
7172,neutral,"@FrankieTheSats comon , answer me  what do you think about my friend drawning? x http://www.twitpic.com/5m7vd"
21607,neutral,@inkophile I have weekends like that too - almost always at the end of &quot;one of those weeks&quot;!
35310,neutral,Drinking bud light lime
32574,neutral,@NoopDoggNatasha Fanbase is a code word for something very special to Anoop. Very personal..and special.
33536,neutral,is on facebook
12900,neutral,Chaz's Daily Happenings: 22:31 Watching E.R instead of a DVD. End of an era  # 11:09 The sun is out. Wooo  #.. http://tinyurl.com/lgwrum
26435,neutral,@robluketic You almost have as many viewers as the Live Eagle Cam on Ustream  http://tinyurl.com/d4hgoj
894,neutral,"@regent_lord Aww, you should've YouTubed it."
36427,neutral,"@giladby In rural #thailand, 2630 is considered posh"
33788,neutral,"@GeorgiaPrincez ok, smart ass.   You guys should add Marky Mark to the playlist, since Donnie produced a bunch of his stuff."
21570,neutral,"If anyone has a dreamwidth spare invite code lying around, could you please spare me one? Pretty please?"
2974,neutral,3-4 hours sleep last night  barely functioning
14762,neutral,I wanna be at BEA as well!!!!   #BEA09
5361,neutral,@drea3000_bbcrew dude im sleepy and went to bed as soon as i got home.  whhaacck.
33765,neutral,@auroraawakes That means you need to start.
22890,neutral,"@JofArnold aha, so that's you.  I've been meaning to take a look. Looks cool. If you could just get a pool in there"
25074,neutral,"@dfapam /you do..../ And this is in response which of the 20,000 tweets from over the weekend?"
10702,neutral,@aeversman  CALL ME
20719,neutral,9. shopping 10. Latte with my sis 11. Friday- Meets at the FAU 12. Fire- Steet- Party  13. slowmotion in the park 13. partying my bday
20895,neutral,@angusups Just seeing if anyone was still awake
22282,neutral,(We got *both* kinds of music here...)
7578,neutral,@chamillionaire Wish I could go. Gotta work.
33523,neutral,@therealsavannah I think you are a follow-your-dreams-and-they-will-come-true person. That's why your my  favourite YouTube star
35572,neutral,"@robineccles Yes,  by 16 minutes now."
2285,neutral,Just finished watching terminator. Other than the music nothing is great
20429,neutral,@ben_grubb Sweet... my friend Kevin is joining us (but I have his #). Look 4 the girl carrying a backpack &amp; boulder pad.
30270,neutral,i started and fisnihsed gossip girl yesert=day
20622,neutral,@ByronKatie In our vedanta class we have a saying &quot;Chit Happens&quot; (chit being mind vibrations or thoughts)
14160,neutral,@ladyinurdreamz dude!!! wtf!! I text you this morning so that you can take care of me! so uncool..... it's confirmed... you hate me
7038,neutral,@KayPriceless u wack put a swimsuit on and regular pants at least
27270,neutral,@MySurveyExpert Hi Jeanne! I host a community dedicated to helping professional women balance their careers with the REST of their life.
2431,neutral,on way to work
36366,neutral,Watchin Hannah Montana  Hoedown Throwdown
11434,neutral,@GeneralTekno Just read it too.  I meant the toys though.
34900,neutral,@MCRsavedMilife night
26684,neutral,Just work up
20263,neutral,@druey Merlin wasn't too bad. Already watched it on BT of course
1510,neutral,i have nothing to do
22212,neutral,the weather in Prague is like the weather in Belgium -&gt; rainy
38604,neutral,@cfsam 7pm? So early. Dat's 4pm my time.
25319,neutral,"whoa, I've got to go to bed, night!"
23021,neutral,"@vic2slic doing pretty well, up and wide awake"
31417,neutral,just listened to Domination by Pantera on Grooveshark: http://tinysong.com/36pz
31208,neutral,On the phone to mum  http://tinyurl.com/otdn9u
18151,neutral,"lady is clean now, im going to calexico in a moment, i have so much things to do today, and i wanna go and watch the hanna montana movie"
13155,neutral,writing the first &quot;ShowStoppers&quot; entry Just lost an hours work due to server issues
36655,neutral,"There mite be a article in the trib bout portia, keep an eye out for it."
30241,neutral,@Mazaroddi  hey hey hey b
39535,neutral,alot of new pictures tweets  ; some really old some new. check out the new ones if you wish . Tweeeet. http://twitpic.com/4wtyj
10935,neutral,"@dai_bach I'd suggest #pta for such alerts, but PTA generally stands for Parent Teacher Association in the US &amp; might confuse tweeps"
13531,neutral,I want an iPhone &lt;33333
4965,neutral,@arulnick I tried that but I can only use import/export for contacts saved locally on my Outlook. Thanks Though
27918,neutral,"waking up again, this time with a hot cup of coffee"
10801,neutral,"Grilled again for dinner last night for the senior's final kairos dinner  Had steak, spicy mango sausages, hot wings, grilled vegi, corn!"
4068,neutral,"@hellocuppycake yeah, guess we gotta wait til sometime in June"
5961,neutral,Its cold
36540,neutral,@keitaeden Sent u a few DM's..Hollaback
22944,neutral,"@alittlelesskaty Hey, u like FOB 2! Follow me, luv 2 talk more, looking 4 frineds + followers!  ~Ellen~"
30478,neutral,"@Megmatthews20 I'll try and find when they do it again, film it."
27948,neutral,@PowBam_ If I called your cell phone would you let me talk to your teacher?
10086,neutral,@lilyroseallen no one ever wear a tshirt with me on it  you're very lucky
39453,neutral,on our way home
17212,neutral,"Missed Britain's Got Talent tonight, but I heard who got through &amp; what happend. Gutted that Greg Pritchard didn't make it"
9068,neutral,"@HottSnowflake never.  smh, I don't own flats  lol"
7416,neutral,@moossacre lol - funny thing is - I don't even know what class or even race half of the people in our group are   yes - I am THAT clueless
8456,neutral,"@Galia ouch!! Applied Ec over the summer? And no graduation, then?  *hug*"
14038,neutral,@Tiffers62 thanks... 6 lbs in 3 weeks
34458,neutral,@Siouxsinner yeah... kind of rude... but thats her business i guess   we just appreciate you and Jodi sharing   thanks again!
21466,neutral,@JohannaBD so I've organised a day of indulgence &amp; luxury for her. A pamper day  fingers crossed she likes the surprise..
33849,neutral,@shaevvv
26900,neutral,"@Sianz lemons? I'd favour hand grenades, with the pins removed for the cockney shite she produces!"
28885,neutral,Getting ready for an early night tweeps!   Have a great one every 1
30790,neutral,just got up and updated my ipod
18216,neutral,left my phone at home and wont get it back till 4am. dont call me!!
27844,neutral,"Decided to boot Vista after a few months of hiatus... spent two hours updating, forgot the original reason for booting Vista... gave up"
35612,neutral,@nitesofsuburbia that's SO YOU!
1764,neutral,@Bkk_Saluja but i think the choco diet is worse  cuz every time ur hungry ur only allowed to eat a tiiiny piece of chocolate D:
10884,neutral,cleaning time
24598,neutral,@jeffsgrippen it gets down to like 10C at night  and about 25C in the day
32064,neutral,"watching Baby Mama...again. and eating pineapple, orange, raspberry sherbert"
24169,neutral,At the airport waiting
3426,neutral,should be going nfg tonight
22105,neutral,"Is about to go in the garden, weeding, mulching, cutting down and anything else that I find to do"
37724,neutral,@IvanaF Right now it is 5:07am.  Ugghhh.
31954,neutral,painting
12933,neutral,@ann_aguirre  not going anywhere &amp; when my book finally gets hre It will be cool 2 know wht Butch looks lk..LOL It was going in mail tdy
6609,neutral,@Rambleredhead I think I'd be like Phoebe's mom on friends - Stop the movie before the sad part.
31184,neutral,Editing all the photos I took at my brothers soccer game. He's got a lot of work to do as a coach.
2102,neutral,"@milosundae akhrnya The Hills nggi..90210-nya macet2..HIMYM cm ada season4,pdhl gw nyari season3nya"
5450,neutral,goin to work
14260,neutral,@brigwyn someone came in when I was sleeping off my national passtime and turned me human
21090,neutral,13 days until graduation
17174,neutral,@sexybrandy well... I don't drink!
34092,neutral,the coffee is in the making!
36312,neutral,tweeterizing from a mobile
7391,neutral,"just finished an exam, every1 else has finished cos I chose i different course to my friends I have one more exam on Thurs next week"
23325,neutral,I am going to start using @1Password for fast access to m.twitter.com at school
32092,neutral,"good morning  6.15 am: plans for the day ...nope, nothing interesting"
37708,neutral,mm it was cold in your shadow anyway. Ooh monday
467,neutral,@crunchmonkey78 well i just got home and its not on till tmw at 530p but with comcast its on right now  but i didnt miss it
15347,neutral,@PositiveCities Hi Erin I had a dm to send you but u r not following me so Twitted prevents me from doing so
13835,neutral,@TheRealKristi Many miles of driving today. No time to twitter
37268,neutral,"So anyone looking for a vinyl-clad playset with a 30 year mfr warranty? 3 slides, 4 swing slots, rock climbing wall, more! Amish built!"
14606,neutral,i`m so tired
2420,neutral,They're gone.
27212,neutral,"i am confident, but i still have my moments baby that's just me  - La La Land - Demi Lovato"
15309,neutral,@miniatus  I wish I could !!!!!
25167,neutral,easties you can go there anytime
15556,neutral,@phxnerd sorry you didn't make it  Good luck next time though!
39457,neutral,Happy Mothers Day to all Mom's
5842,neutral,I did many things but missed tweeting
28147,neutral,@JanitorusRex would be more fun to date then Steve-O.
23733,neutral,@Unremovable hahahah Thank you  Feel the Love
7561,neutral,@OGBERRY cold and rainy
6104,neutral,@45H13Y that's no fun  server change...?
1527,neutral,@TerrenceJ106 I'm with you...been up till 5-6 for the last few nights...
20105,neutral,Download movie  &quot;81st Annual Academy Awards Pre-Show&quot; http://tinyurl.com/cdue53 cool #movie
3454,neutral,Bacon Fail.  Ended up with a commiseration muffin
23490,neutral,@James_yeah - I know the feeling... Good morning mate!
38181,neutral,happy mother's day!!!
27267,neutral,OMG I would sooooo make dis show number one n da ratings
18574,neutral,It's Friday and I don't have a job for the weekend
20583,neutral,@HlywdScrnwriter I've thought about it several times . got a few good friends there!
11189,neutral,Track &amp; Fiel was proably canceled.
23436,neutral,@dougiedaydream thank you
1911,neutral,is it weird that i really want a harry potter bed spread and pillows???? i wish i could find one that wasn't gryffindor
29823,neutral,@spiderdj82 i was about 25 minutes late. i think they thought i got lost but i knew where i was going. yeah right! lol.
10141,neutral,"I assume nobody uses PortableApps anymore except for myself. In that case, forget what I said earlier"
27150,neutral,internship day #1 - to thee hospital i go.
33900,neutral,@ moonlightflight - try dloading twitterfox
38411,neutral,@VRadio if you take backstreet boya and put them in silk mc hammer pants with sgt peppers/beatles coats and lame music then you have SMAP
13477,neutral,@tayezzy public bathrooms
39694,neutral,@Documentally he was always a bit smug as a whistle-blower. The 9-11 denial stuff is pretty spectacular too
33502,neutral,@JamesProps very cute kitty
36307,neutral,@awalliewall my *mom*(not aunt haha) and uncle were both adopted with very diff adoptive stories. if you want to chat sometime lmk
28782,neutral,@JustJayde  Make sure ur plantin next to the water in the soil
14354,neutral,@anabear so do I!  But nothing near me right now
38,neutral,has work this afternoon
7145,neutral,Starting the accounts for this year.
26303,neutral,@missfree hey free
5137,neutral,@hoezay__x3 trueee
34640,neutral,Shower time
11909,neutral,@AnAmusedFrog you know the .nds torrent file for it? and i am guessing u have gh:mettallica? christine brought it today for the ps3
26439,neutral,i aint lyk any othaa gurrrrrl i dont lyk the jonas brothers-kristi.
12232,neutral,Work...
27635,neutral,"@sunnyjamiel sunny, I'm a workin' on it. It's very much in progress! Will let you know when it's up"
15050,neutral,@RedxRojo naw idk what ur talkin about
12227,neutral,@evernote @eyeficard I need one of these! Was just thinking about it earlier today as I downloaded pictures via USB.  #evernote_eyefi
11717,neutral,perky purple nail polish isn't as perky when its chipped
32317,neutral,@msmissy two. Just going to visit someone
19676,neutral,@h2osarah I really wish I could
11225,neutral,Big booming thunder storm almost here.  Maybe we can all go home early???  Ah... probably not.
18488,neutral,ARGH!! watching batman
