,sentiment,content
7347,sadness,http://twitpic.com/66vld - i don't like this bangs! I want my hair back!
301,sadness,I can't believe the Metal Gear Solid song was stolen    I'm so disappointed  http://bit.ly/YKkSu
3389,sadness,Elena left this morning. Nine months spent living with her and now it'll probably be about 2 years till I see her again. Hmph.
2179,sadness,Trending Topics on Twitter used to useful. Now they're just like middle schoolers passing around notes cause class is boring.
19413,sadness,off to bed was gonna read some new moon but its a little late now  night night all xxx
10715,sadness,@stephenjerzak awww i didnt pass my speech
17341,sadness,thinking about life and my dreams. why does it seem so appealing to give up?  im so jealous of every band/artist who is living theirs out
10118,sadness,Im sad...there's a for sale sign in front of my house!!
16689,sadness,booo that meanie @victoria is teasing me with a piece of cheese!   http://twitpic.com/67rt8
23442,sadness,Boo to the rain. Just got all pruney in the bath  oo its may day..the crazy morris dancers will be having it large in ampthill lol.
7035,sadness,I have tummy ache.  Probably not helped by eating /that/ many tic tacs.
14540,sadness,@eddyizm Do you not like turtles?
3039,sadness,"Had a crazy night, lost keys, walked home, missed my papi's calls from the swizzy.    I'm sad"
16375,sadness,@nicholasxjonas  you disappointed me
4823,sadness,"@Visadharah I'm still at Disney (just trained at Soarin), Rose is the same, we applied for an apartment last night, and Eric lost his job"
11421,sadness,"@Alyssa_Milano We had a local pet store get shut down last for something like that....it's horrible, what some animals go through."
18907,sadness,"@BunnyBridget I would LOVE to learn trapeze! I've wanted to do that since I was a kid. Sadly, there's no place where I live that teaches"
2124,sadness,im the only ho that didnt go to tigerheat tonite
15168,sadness,I wish the sun would come out...I guess it doesn't matter since I'm at work and can't enjoy it anyways
326,sadness,"I just had to empty my trash on the mac. that was one of THE MOST DIFFICULT things I have ever done in my life. 8,000 pictures are GONE."
9939,sadness,Today more sore than surgery day. Glad I took extra sick day.  Full recovery expected after 6 weeks.  Calling lawn service firms today
28013,sadness,idk why im so hyper im jumping everyhere. ugh lets let it be friday sweeney todd then cinco de mayo il those parties
25053,sadness,What can twitter do for me
37147,sadness,@yiannis_k good question  could they?
37835,sadness,"@askfrasco ooh,,, am fine, how about ya??? I know toooo late,,, sorry for dat...."
3110,sadness,"Nooo! I'm ill  Must Have Paracetamol! Nice weather today, though."
10723,sadness,Bye bye edinburgh  i don't want to leave
2989,sadness,can't believe I'm peeling from one and a half days of sunshine
5896,sadness,@Jo_Saunders09 haha lol where have you been going?...I haven't really been out lol..I've been a hobbit..n my mums like keep revisin beck
23854,sadness,@bhuto given the way kunal khemu etc. starrers turn out..there is a high probability of it being 'shit' rather than 'niche'!
3536,sadness,Why did I agree to work on this gorgeous day?
3250,sadness,"Some of the figures quoted are so wildly optimistic, they are the stuff of science fiction.  A bit disapointed in CIBER and SABIP"
2223,sadness,@JasonVonBerg thats the crazy part - was for 16:30. but reasons include &quot;full schedule&quot; &amp; &quot;travelling with his daughter&quot;... So. Not. Cool
19311,sadness,so busy already
8581,sadness,@jewelinthesky was able to create an iTunes acct but can no longer redeem the Kris Allen album. note said it got canceled
6229,sadness,Murray just got broken
3414,sadness,"oooh battlestar galactica is on the other channel. it's the rebellion episode! man, i feel so sad about what became of gaeta.  i liked him"
4220,sadness,Only four hours and fifteen minutes until three day packing spree!!! Ugh work
11162,sadness,@OGVENOE I can't die  I have a lunch date with rocio coming up plus some new shoes UGH!
25726,sadness,@syzygy thank you
21472,sadness,well...gotta grab at least an hour and a half sleep before the girl's get up for school...gawd the life of multi-taskin'  night/mornin'
16230,sadness,Omg guys my internet has been down the whole day  It's still not working  I'll try fix 2m
15786,sadness,@aquafreak123   me too.  it depresses me thinking about it.
4743,sadness,"I'm officially on holiday! A week in Center Parcs, no internets  bye my peeps, see you when I return..."
20193,sadness,@LarryBenet Per Taylor Dayne conversation.  It's official I am now jealous of you.
6044,sadness,@judez_xo they were so pretty and took like an hour to do  CAN I DO URSSSSS!
7516,sadness,@BigzFlygerian sorry but I'm not impressed in the slightest b/c u don't eat pussy..more like saddened and confused
8956,sadness,really not feelin well...
2611,sadness,got paid nowhere near as much as she thought she would
24671,sadness,"@Pink wow 41,000 now....your really kickin' Carey's butt with this competition! See you both very soon!"
24042,sadness,@kixxa I'm somehow totally distracted by that shirt!  I don't even know why.Suddenly he's like the guy next door!
8586,sadness,"Really mad at myself for forgetting about the May 24 deadline for the 40,000 mile award trips to South America on @UnitedAirlines"
25581,sadness,@shanelapoint hey hunnie  how are u?? I miss talkin to u! Ty for the follow
17225,sadness,"@CurvaceousDee aw, gutted"
1533,sadness,i'm so bored i can barely even tweet. i have nothing to talk about.  #boredboots
6858,sadness,"@Lesley_M Melted maybe 2 square inches of skin. Ran it under cold water for a min or two and then iced until the ice melted. Now, hurts"
8167,sadness,"Had an interesting evening amongst homeless people in Venice Beach last night, wishing I had my camera with me........ and model releases"
600,sadness,#jonaswebcast i just missed it!!!!
1868,sadness,my party is wiped out they be all dead and stuff
18252,sadness,"@tellie_jean Now that I think about it, when I get to the States, they'll probably still be touring, so they won't be there  Dammit!"
11797,sadness,OH NO ZOMBIEPIX DON'T FOLLOW ME ANYMORE... NEED SOMEONE TO CHEER ME UP
5945,sadness,My coffee got cold blah!
4669,sadness,"Heading to the gym.  The group of guys that USED to go with me has all quit...well, except for Brandon.   Makes me terribly sad"
10483,sadness,@NG01 you got it. poor thing not gonna have a choice for much longer though
3787,sadness,I miss my wacom. Especially the mouse. Laptop touch pad is horrible
5250,sadness,Oh my poop. Stupid Twitter won't let me put up a new picture.
32300,sadness,I just watched my favorite movie &quot;A Walk to Remember&quot; its so romantic and sad i just love it
19281,sadness,@KSdaisy Aw...poor thing.
18370,sadness,Dosen't Want To Go To Work Tomorrow
19888,sadness,is feeling very sick
1517,sadness,where's enthusiasm in meeeee
15405,sadness,I want to go home!!
17380,sadness,notthebest weekend....but oh well....I have a right to be sad
1273,sadness,"cant talk very well, just remembering about something once said to me...  not a good thing fucking bully nasty pieces of work arrrrgrrrrrr"
14931,sadness,wanted to sleep but a friend from Denmark just poked me on IM
1580,sadness,Today feels like friday. Too bad its not
16415,sadness,I sooooo miss Chinese takeout!
11891,sadness,friend got mugged this morning
2513,sadness,I'll miss the 39th floor view...
864,sadness,My sisser is moving tomorrow and of makes me sad  actually I guess technically in a couple of hours since it's already Friday.
12987,sadness,@3RDegree09 man i still haven't seen that movie...too bad i'm at work
211,sadness,"@moggy99 No internet last night; ER was brill, there was a massive explosion at the end of a nearby gas works ER on standby"
766,sadness,"So Cal Dachshund Rescue found a home for my foster pup, Max. I'm soooooo sad to see him leave"
2236,sadness,Disturbed. They sold the baby tiger I met in Thailand as an exotic pet. Greedy bastards
3013,sadness,I wish I had a concept of what time it is right now....  not adjusting well. Obvs.
18904,sadness,says our power went out...which RARELY ever happens...and i hadn't saved my sims game in a while.  http://plurk.com/p/x334f
14861,sadness,missing @justbrad on his birthday
428,sadness,@CocktailChic oh f*ck! I completely forgot about Thirsty Thursday! oh. my. gaga. this sucks
15680,sadness,On the set of Chuck Bass' New York Palace Hotel. Too bad they weren't filming today.   http://twitpic.com/67nht
13659,sadness,AC in our building died.  Been like that for the past 3 days
3045,sadness,missed the #jonaswebcast
3625,sadness,LAST DAY in St Andrews.. i will spend it on west sands! and then packing
4769,sadness,@1outside a jo; tak nic no
3411,sadness,im so hungry and i have nothing to eat
9166,sadness,@melissaha What?! You have to be kidding me - it's an AZ landmark! This kinda news makes me sad
1,sadness,Layin n bed with a headache  ughhhh...waitin on your call...
13496,sadness,Demi is a super girl but she don't like the french fans
26894,sadness,@mongab I WANT YOU ALL HERE WITH ME TOO! Ya'l shoulve gone with RM!
5927,sadness,at work with a HUGE headache
26354,sadness,@jerzegurl Hiya! Missed you too! What have you been up to?
2762,sadness,Town. Uncle and Gabriel are coming in. I miss Gabe  Tempted to ask if I can go back to Baton Rouge with and stay with other side of fam...
95,sadness,@sweeetnspicy hiii im on my ipod...i cant fall asleep
6989,sadness,I gave my brother a hug good-bye.. as he took a load of furniture away from the house. He took the mattress I like
3840,sadness,@kaliie i'm sorry but LOL! what is this about? waitt... you think your mum would still let you do bday stuff this weekend?
15227,sadness,@laurenyant which means i spend more time alone than with friends and family. how sad
12417,sadness,"@JhonenV I need horror to be lovecraftian actually, not enough weird horror movies."
10145,sadness,"we need to have a haters ball today like on dave chappelle,,,,, man I miss those days on comedy central the new episodes"
10854,sadness,"Ugh, still sick. This Calgary cold has lasted forever."
13666,sadness,Awww that lil girl on bgt :'( when they said she didnt have time :'( that was soo sad  and them huggin her
3841,sadness,@Loulou_de_B You have to email her - she only gets what people want in so they aren't on the site. Shame about the trousers
3334,sadness,oowww...why do wisdom teeth hurt so much
7653,sadness,"@BiggaBX Yes, It's only fair  lol"
8157,sadness,@crystaaale wtf kinda best friend am I? I *still* haven't met the hubby. That depresses me
8406,sadness,Bored and lonely at work
5411,sadness,@flyyKiDDangel lmao I need a shopping partner today.
20635,sadness,@NileyLover09 well i`m a little bit sick but i`m fine
5300,sadness,ughhh have a tummy ache
17334,sadness,RIP Big cup... I will miss you
1731,sadness,"@Kingsrockandrol I'm a bit down zoe cos I'm off to bed soon, so I will miss this gorgeous weather, were having  what you up too today? X"
14264,sadness,nothing good on TV
18647,sadness,"@TroublePandaPR Ok that's not true! Plus, you're insulting me saying that I'm insulting you! I've been trying to cheer you up. Butï¿½nadaï¿½"
3609,sadness,I knew I shouldn't have confessed to using phone to look up answers in pub quiz. A shame is now upon me
536,sadness,morning again! I hate mornings. So offensive!
3231,sadness,"Last day in Exeter! Had last session in gym, last breakfast.. last meeting coming up"
13285,sadness,We're all a little upset cause Stephanie didn't bring brownies today.
4892,sadness,@GavinHolt i wish i was outside
30469,sadness,@theDebbyRyan How does it look like a Ninja Tutle?!  xo lol
11476,sadness,My friend's son just got to visit Daddy after 3 yrs. Denied cuz Daddy lost job &amp; could not pay a ton of support. Kids want parents not $!
2741,sadness,"Don't have time to chat (sorry girls  Miss y'all!), but we have a new lawnmower... yeah, that was today's highlight. Tomorrow is..."
14583,sadness,"im sick,youre sick. imy"
7204,sadness,"@Christy_Edmonds Oh, I'm sorry   You'll have lots of fun though, should be a great time!"
11134,sadness,@One_Call awww i wish i could but i have no talking minutes
9635,sadness,@lululemon thanks.  Sadly the streamline top II is sold out. Streamline trunk II is available in my size but that only gets me halfway.
917,sadness,Wow just realized haven't checked Twitter since 9am when I saw my to-do list. Good news- got lot done. Bad news-don't know where day went
13069,sadness,saying goodbye to Papa....
30046,sadness,"having a creative party with me, myself, and moi"
8928,sadness,Working during graduation. What a shame.
